DateKey,Date,Year,Month,Week,Weekday,IsWeekend
20250622,2025-06-22,2025,6,25,7,True
20250623,2025-06-23,2025,6,26,1,False
20250624,2025-06-24,2025,6,26,2,False
20250625,2025-06-25,2025,6,26,3,False
20250626,2025-06-26,2025,6,26,4,False
20250627,2025-06-27,2025,6,26,5,False
20250628,2025-06-28,2025,6,26,6,True
20250629,2025-06-29,2025,6,26,7,True
20250630,2025-06-30,2025,6,27,1,False
20250701,2025-07-01,2025,7,27,2,False
20250702,2025-07-02,2025,7,27,3,False
20250703,2025-07-03,2025,7,27,4,False
20250704,2025-07-04,2025,7,27,5,False
20250705,2025-07-05,2025,7,27,6,True
20250706,2025-07-06,2025,7,27,7,True
20250707,2025-07-07,2025,7,28,1,False
20250708,2025-07-08,2025,7,28,2,False
20250709,2025-07-09,2025,7,28,3,False
20250710,2025-07-10,2025,7,28,4,False
20250711,2025-07-11,2025,7,28,5,False
20250712,2025-07-12,2025,7,28,6,True
20250713,2025-07-13,2025,7,28,7,True
20250714,2025-07-14,2025,7,29,1,False
20250715,2025-07-15,2025,7,29,2,False
20250716,2025-07-16,2025,7,29,3,False
20250717,2025-07-17,2025,7,29,4,False
20250718,2025-07-18,2025,7,29,5,False
20250719,2025-07-19,2025,7,29,6,True
20250720,2025-07-20,2025,7,29,7,True
20250721,2025-07-21,2025,7,30,1,False
20250722,2025-07-22,2025,7,30,2,False
20250723,2025-07-23,2025,7,30,3,False
20250724,2025-07-24,2025,7,30,4,False
20250725,2025-07-25,2025,7,30,5,False
20250726,2025-07-26,2025,7,30,6,True
20250727,2025-07-27,2025,7,30,7,True
20250728,2025-07-28,2025,7,31,1,False
20250729,2025-07-29,2025,7,31,2,False
20250730,2025-07-30,2025,7,31,3,False
20250731,2025-07-31,2025,7,31,4,False
20250801,2025-08-01,2025,8,31,5,False
20250802,2025-08-02,2025,8,31,6,True
20250803,2025-08-03,2025,8,31,7,True
20250804,2025-08-04,2025,8,32,1,False
20250805,2025-08-05,2025,8,32,2,False
20250806,2025-08-06,2025,8,32,3,False
20250807,2025-08-07,2025,8,32,4,False
20250808,2025-08-08,2025,8,32,5,False
20250809,2025-08-09,2025,8,32,6,True
20250810,2025-08-10,2025,8,32,7,True
20250811,2025-08-11,2025,8,33,1,False
20250812,2025-08-12,2025,8,33,2,False
20250813,2025-08-13,2025,8,33,3,False
20250814,2025-08-14,2025,8,33,4,False
20250815,2025-08-15,2025,8,33,5,False
20250816,2025-08-16,2025,8,33,6,True
20250817,2025-08-17,2025,8,33,7,True
20250818,2025-08-18,2025,8,34,1,False
20250819,2025-08-19,2025,8,34,2,False
20250820,2025-08-20,2025,8,34,3,False
20250821,2025-08-21,2025,8,34,4,False
20250822,2025-08-22,2025,8,34,5,False
20250823,2025-08-23,2025,8,34,6,True
20250824,2025-08-24,2025,8,34,7,True
20250825,2025-08-25,2025,8,35,1,False
20250826,2025-08-26,2025,8,35,2,False
20250827,2025-08-27,2025,8,35,3,False
20250828,2025-08-28,2025,8,35,4,False
20250829,2025-08-29,2025,8,35,5,False
20250830,2025-08-30,2025,8,35,6,True
20250831,2025-08-31,2025,8,35,7,True
20250901,2025-09-01,2025,9,36,1,False
20250902,2025-09-02,2025,9,36,2,False
20250903,2025-09-03,2025,9,36,3,False
20250904,2025-09-04,2025,9,36,4,False
20250905,2025-09-05,2025,9,36,5,False
20250906,2025-09-06,2025,9,36,6,True
20250907,2025-09-07,2025,9,36,7,True
20250908,2025-09-08,2025,9,37,1,False
20250909,2025-09-09,2025,9,37,2,False
20250910,2025-09-10,2025,9,37,3,False
20250911,2025-09-11,2025,9,37,4,False
20250912,2025-09-12,2025,9,37,5,False
20250913,2025-09-13,2025,9,37,6,True
20250914,2025-09-14,2025,9,37,7,True
20250915,2025-09-15,2025,9,38,1,False
20250916,2025-09-16,2025,9,38,2,False
20250917,2025-09-17,2025,9,38,3,False
20250918,2025-09-18,2025,9,38,4,False
20250919,2025-09-19,2025,9,38,5,False
20250920,2025-09-20,2025,9,38,6,True
20250921,2025-09-21,2025,9,38,7,True
20250922,2025-09-22,2025,9,39,1,False
20250923,2025-09-23,2025,9,39,2,False
20250924,2025-09-24,2025,9,39,3,False
20250925,2025-09-25,2025,9,39,4,False
20250926,2025-09-26,2025,9,39,5,False
20250927,2025-09-27,2025,9,39,6,True
20250928,2025-09-28,2025,9,39,7,True
20250929,2025-09-29,2025,9,40,1,False
20250930,2025-09-30,2025,9,40,2,False
20251001,2025-10-01,2025,10,40,3,False
20251002,2025-10-02,2025,10,40,4,False
20251003,2025-10-03,2025,10,40,5,False
20251004,2025-10-04,2025,10,40,6,True
20251005,2025-10-05,2025,10,40,7,True
20251006,2025-10-06,2025,10,41,1,False
20251007,2025-10-07,2025,10,41,2,False
20251008,2025-10-08,2025,10,41,3,False
20251009,2025-10-09,2025,10,41,4,False
20251010,2025-10-10,2025,10,41,5,False
20251011,2025-10-11,2025,10,41,6,True
20251012,2025-10-12,2025,10,41,7,True
20251013,2025-10-13,2025,10,42,1,False
20251014,2025-10-14,2025,10,42,2,False
20251015,2025-10-15,2025,10,42,3,False
20251016,2025-10-16,2025,10,42,4,False
20251017,2025-10-17,2025,10,42,5,False
20251018,2025-10-18,2025,10,42,6,True
20251019,2025-10-19,2025,10,42,7,True
20251020,2025-10-20,2025,10,43,1,False
20251021,2025-10-21,2025,10,43,2,False
20251022,2025-10-22,2025,10,43,3,False
20251023,2025-10-23,2025,10,43,4,False
20251024,2025-10-24,2025,10,43,5,False
20251025,2025-10-25,2025,10,43,6,True
20251026,2025-10-26,2025,10,43,7,True
20251027,2025-10-27,2025,10,44,1,False
20251028,2025-10-28,2025,10,44,2,False
20251029,2025-10-29,2025,10,44,3,False
20251030,2025-10-30,2025,10,44,4,False
20251031,2025-10-31,2025,10,44,5,False
20251101,2025-11-01,2025,11,44,6,True
20251102,2025-11-02,2025,11,44,7,True
20251103,2025-11-03,2025,11,45,1,False
20251104,2025-11-04,2025,11,45,2,False
20251105,2025-11-05,2025,11,45,3,False
20251106,2025-11-06,2025,11,45,4,False
20251107,2025-11-07,2025,11,45,5,False
20251108,2025-11-08,2025,11,45,6,True
20251109,2025-11-09,2025,11,45,7,True
20251110,2025-11-10,2025,11,46,1,False
20251111,2025-11-11,2025,11,46,2,False
20251112,2025-11-12,2025,11,46,3,False
20251113,2025-11-13,2025,11,46,4,False
20251114,2025-11-14,2025,11,46,5,False
20251115,2025-11-15,2025,11,46,6,True
20251116,2025-11-16,2025,11,46,7,True
20251117,2025-11-17,2025,11,47,1,False
20251118,2025-11-18,2025,11,47,2,False
20251119,2025-11-19,2025,11,47,3,False
20251120,2025-11-20,2025,11,47,4,False
20251121,2025-11-21,2025,11,47,5,False
20251122,2025-11-22,2025,11,47,6,True
20251123,2025-11-23,2025,11,47,7,True
20251124,2025-11-24,2025,11,48,1,False
20251125,2025-11-25,2025,11,48,2,False
20251126,2025-11-26,2025,11,48,3,False
20251127,2025-11-27,2025,11,48,4,False
20251128,2025-11-28,2025,11,48,5,False
20251129,2025-11-29,2025,11,48,6,True
20251130,2025-11-30,2025,11,48,7,True
20251201,2025-12-01,2025,12,49,1,False
20251202,2025-12-02,2025,12,49,2,False
20251203,2025-12-03,2025,12,49,3,False
20251204,2025-12-04,2025,12,49,4,False
20251205,2025-12-05,2025,12,49,5,False
20251206,2025-12-06,2025,12,49,6,True
20251207,2025-12-07,2025,12,49,7,True
20251208,2025-12-08,2025,12,50,1,False
20251209,2025-12-09,2025,12,50,2,False
20251210,2025-12-10,2025,12,50,3,False
20251211,2025-12-11,2025,12,50,4,False
20251212,2025-12-12,2025,12,50,5,False
20251213,2025-12-13,2025,12,50,6,True
20251214,2025-12-14,2025,12,50,7,True
20251215,2025-12-15,2025,12,51,1,False
20251216,2025-12-16,2025,12,51,2,False
20251217,2025-12-17,2025,12,51,3,False
20251218,2025-12-18,2025,12,51,4,False
20251219,2025-12-19,2025,12,51,5,False
20251220,2025-12-20,2025,12,51,6,True
20251221,2025-12-21,2025,12,51,7,True
20251222,2025-12-22,2025,12,52,1,False
20251223,2025-12-23,2025,12,52,2,False
20251224,2025-12-24,2025,12,52,3,False
20251225,2025-12-25,2025,12,52,4,False
20251226,2025-12-26,2025,12,52,5,False
20251227,2025-12-27,2025,12,52,6,True
20251228,2025-12-28,2025,12,52,7,True
20251229,2025-12-29,2025,12,1,1,False
20251230,2025-12-30,2025,12,1,2,False
20251231,2025-12-31,2025,12,1,3,False
